snapshot_time,book,book_key,book_last_update,event_id,commence_time,home_team,away_team,target_team,raw_odds,implied_prob_raw
2026-05-25 20:54:23.997461+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:24.760177+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:24.760177+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:24.760177+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:24.760177+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:24.760177+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:24.760177+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:24.760177+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:24.760177+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:25.516606+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:25.516606+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:25.516606+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:25.516606+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:25.516606+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:25.516606+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:25.516606+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:25.516606+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:26.284930+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:26.284930+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:26.284930+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:26.284930+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:26.284930+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:26.284930+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:26.284930+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:26.284930+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:27.027790+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:27.027790+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:27.027790+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:27.027790+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:27.027790+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:27.027790+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:27.027790+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:27.027790+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:27.798547+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:27.798547+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:27.798547+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:27.798547+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:27.798547+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:27.798547+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:27.798547+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:27.798547+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:28.546413+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:28.546413+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:28.546413+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:28.546413+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:28.546413+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:28.546413+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:28.546413+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:28.546413+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:29.296278+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:29.296278+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:29.296278+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:29.296278+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:29.296278+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:29.296278+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:29.296278+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:29.296278+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:30.065703+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:30.065703+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:30.065703+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:30.065703+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:30.065703+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:30.065703+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:30.065703+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:30.065703+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:30.835334+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:30.835334+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:30.835334+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:30.835334+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:30.835334+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:30.835334+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:30.835334+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:30.835334+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:31.592615+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:31.592615+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:31.592615+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:31.592615+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:31.592615+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:31.592615+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:31.592615+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:31.592615+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:32.344791+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:32.344791+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:32.344791+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:32.344791+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:32.344791+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:32.344791+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:32.344791+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:32.344791+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:33.083346+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
2026-05-25 20:54:33.083346+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.54,0.6493506493506493
2026-05-25 20:54:33.083346+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.69,0.3717472118959108
2026-05-25 20:54:33.083346+00:00,DraftKings,draftkings,2026-05-25T20:54:22Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.45,0.6896551724137931
2026-05-25 20:54:33.083346+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.5,0.4
2026-05-25 20:54:33.083346+00:00,theScore Bet,espnbet,2026-05-25T20:54:02Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:33.083346+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.6,0.3846153846153846
2026-05-25 20:54:33.083346+00:00,BetMGM,betmgm,2026-05-25T20:54:01Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,New York Yankees,1.5,0.6666666666666666
2026-05-25 20:54:33.838513+00:00,FanDuel,fanduel,2026-05-25T20:53:43Z,e94284827b5744a1519040f323631cda,2026-05-25T19:41:00Z,Kansas City Royals,New York Yankees,Kansas City Royals,2.44,0.4098360655737705
